Mês/Ano;Estado;Qtd
out/17;MG;1112
nov/17;MG;1029
dez/17;MG;915
jan/18;MG;961
fev/18;MG;814
mar/18;MG;912
abr/18;MG;922
mai/18;MG;810
jun/18;MG;822
jul/18;MG;912
ago/18;MG;934
set/18;MG;1083
out/18;MG;1226
nov/18;MG;1119
dez/18;MG;1059
jan/19;MG;1158
fev/19;MG;995
mar/19;MG;1058
abr/19;MG;1069
mai/19;MG;1110
jun/19;MG;979
jul/19;MG;1101
ago/19;MG;1275
set/19;MG;1296
out/19;MG;1413
nov/19;MG;1410
dez/19;MG;1172
jan/20;MG;1256
fev/20;MG;1155
mar/20;MG;882
abr/20;MG;517
mai/20;MG;27
jun/20;MG;0
jul/20;MG;0
ago/20;MG;1
set/20;MG;3
out/20;MG;3
nov/20;MG;13
dez/20;MG;58
jan/07;ES;1
fev/07;ES;2
mar/07;ES;11
abr/07;ES;13
mai/07;ES;4
jun/07;ES;10
jul/07;ES;8
ago/07;ES;13
set/07;ES;6
out/07;ES;10
nov/07;ES;26
dez/07;ES;20
jan/08;ES;35
fev/08;ES;18
mar/08;ES;17
abr/08;ES;16
mai/08;ES;16
jun/08;ES;19
jul/08;ES;21
ago/08;ES;26
set/08;ES;22
out/08;ES;26
nov/08;ES;24
dez/08;ES;15
jan/09;ES;21
fev/09;ES;11
mar/09;ES;15
abr/09;ES;10
mai/09;ES;13
jun/09;ES;19
jul/09;ES;8
ago/09;ES;24
set/09;ES;28
out/09;ES;45
nov/09;ES;36
dez/09;ES;35
jan/10;ES;33
fev/10;ES;40
mar/10;ES;31
abr/10;ES;30
mai/10;ES;41
jun/10;ES;30
jul/10;ES;34
ago/10;ES;38
set/10;ES;48
out/10;ES;85
nov/10;ES;57
dez/10;ES;53
jan/11;ES;73
fev/11;ES;58
mar/11;ES;50
abr/11;ES;58
mai/11;ES;67
jun/11;ES;76
jul/11;ES;53
ago/11;ES;63
set/11;ES;68
out/11;ES;76
nov/11;ES;65
dez/11;ES;72
jan/12;ES;117
fev/12;ES;90
mar/12;ES;109
abr/12;ES;92
mai/12;ES;73
jun/12;ES;112
jul/12;ES;141
ago/12;ES;138
set/12;ES;90
out/12;ES;133
nov/12;ES;93
dez/12;ES;82
jan/13;ES;120
fev/13;ES;117
mar/13;ES;106
abr/13;ES;133
mai/13;ES;134
jun/13;ES;117
jul/13;ES;146
ago/13;ES;187
set/13;ES;172
out/13;ES;181
nov/13;ES;155
dez/13;ES;143
jan/14;ES;172
fev/14;ES;164
mar/14;ES;173
abr/14;ES;185
mai/14;ES;154
jun/14;ES;150
jul/14;ES;124
ago/14;ES;174
set/14;ES;201
out/14;ES;159
nov/14;ES;186
dez/14;ES;171
jan/15;ES;154
fev/15;ES;141
mar/15;ES;169
abr/15;ES;179
mai/15;ES;128
jun/15;ES;105
jul/15;ES;154
ago/15;ES;148
set/15;ES;169
out/15;ES;152
nov/15;ES;172
dez/15;ES;117
jan/16;ES;114
fev/16;ES;186
mar/16;ES;169
abr/16;ES;147
mai/16;ES;210
jun/16;ES;204
jul/16;ES;239
ago/16;ES;217
set/16;ES;217
out/16;ES;254
nov/16;ES;241
dez/16;ES;208
jan/17;ES;253
fev/17;ES;197
mar/17;ES;249
abr/17;ES;217
mai/17;ES;246
jun/17;ES;235
jul/17;ES;228
ago/17;ES;294
set/17;ES;314
out/17;ES;299
nov/17;ES;259
dez/17;ES;260
jan/18;ES;308
fev/18;ES;275
mar/18;ES;333
abr/18;ES;309
mai/18;ES;274
jun/18;ES;236
jul/18;ES;252
ago/18;ES;324
set/18;ES;298
out/18;ES;366
nov/18;ES;338
dez/18;ES;295
jan/19;ES;273
fev/19;ES;244
mar/19;ES;314
abr/19;ES;351
mai/19;ES;341
jun/19;ES;316
jul/19;ES;365
ago/19;ES;360
set/19;ES;382
out/19;ES;476
nov/19;ES;318
dez/19;ES;258
jan/20;ES;58
fev/20;ES;24
mar/20;ES;9
abr/20;ES;0
mai/20;ES;0
jun/20;ES;0
jul/20;ES;0
ago/20;ES;0
set/20;ES;1
out/20;ES;0
nov/20;ES;0
dez/20;ES;0
jan/07;RJ;2
fev/07;RJ;1
mar/07;RJ;11
abr/07;RJ;4
mai/07;RJ;11
jun/07;RJ;16
jul/07;RJ;11
ago/07;RJ;17
set/07;RJ;16
out/07;RJ;19
nov/07;RJ;13
dez/07;RJ;9
jan/08;RJ;18
fev/08;RJ;15
mar/08;RJ;41
abr/08;RJ;30
mai/08;RJ;25
jun/08;RJ;20
jul/08;RJ;24
ago/08;RJ;33
set/08;RJ;25
out/08;RJ;18
nov/08;RJ;26
dez/08;RJ;21
jan/09;RJ;35
fev/09;RJ;33
mar/09;RJ;35
abr/09;RJ;29
mai/09;RJ;23
jun/09;RJ;19
jul/09;RJ;28
ago/09;RJ;19
set/09;RJ;31
out/09;RJ;52
nov/09;RJ;40
dez/09;RJ;37
jan/10;RJ;41
fev/10;RJ;41
mar/10;RJ;47
abr/10;RJ;33
mai/10;RJ;49
jun/10;RJ;38
jul/10;RJ;34
ago/10;RJ;53
set/10;RJ;37
out/10;RJ;31
nov/10;RJ;42
dez/10;RJ;38
jan/11;RJ;51
fev/11;RJ;32
mar/11;RJ;36
abr/11;RJ;31
mai/11;RJ;35
jun/11;RJ;31
jul/11;RJ;34
ago/11;RJ;36
set/11;RJ;39
out/11;RJ;42
nov/11;RJ;38
dez/11;RJ;28
jan/12;RJ;27
fev/12;RJ;32
mar/12;RJ;15
abr/12;RJ;18
mai/12;RJ;17
jun/12;RJ;14
jul/12;RJ;15
ago/12;RJ;13
set/12;RJ;25
out/12;RJ;27
nov/12;RJ;25
dez/12;RJ;14
jan/13;RJ;19
fev/13;RJ;17
mar/13;RJ;29
abr/13;RJ;30
mai/13;RJ;38
jun/13;RJ;28
jul/13;RJ;41
ago/13;RJ;33
set/13;RJ;38
out/13;RJ;45
nov/13;RJ;35
dez/13;RJ;36
jan/14;RJ;58
fev/14;RJ;66
mar/14;RJ;57
abr/14;RJ;50
mai/14;RJ;44
jun/14;RJ;56
jul/14;RJ;43
ago/14;RJ;61
set/14;RJ;67
out/14;RJ;74
nov/14;RJ;54
dez/14;RJ;60
jan/15;RJ;72
fev/15;RJ;58
mar/15;RJ;65
abr/15;RJ;63
mai/15;RJ;51
jun/15;RJ;66
jul/15;RJ;55
ago/15;RJ;48
set/15;RJ;86
out/15;RJ;89
nov/15;RJ;114
dez/15;RJ;86
jan/16;RJ;97
fev/16;RJ;76
mar/16;RJ;99
abr/16;RJ;78
mai/16;RJ;72
jun/16;RJ;89
jul/16;RJ;95
ago/16;RJ;144
set/16;RJ;126
out/16;RJ;133
nov/16;RJ;144
dez/16;RJ;140
jan/17;RJ;127
fev/17;RJ;145
mar/17;RJ;147
abr/17;RJ;132
mai/17;RJ;159
jun/17;RJ;158
jul/17;RJ;161
ago/17;RJ;190
set/17;RJ;209
out/17;RJ;273
nov/17;RJ;177
dez/17;RJ;185
jan/18;RJ;233
fev/18;RJ;199
mar/18;RJ;215
abr/18;RJ;188
mai/18;RJ;192
jun/18;RJ;178
jul/18;RJ;229
ago/18;RJ;263
set/18;RJ;321
out/18;RJ;301
nov/18;RJ;271
dez/18;RJ;283
jan/19;RJ;315
fev/19;RJ;254
mar/19;RJ;260
abr/19;RJ;239
mai/19;RJ;255
jun/19;RJ;243
jul/19;RJ;226
ago/19;RJ;338
set/19;RJ;468
out/19;RJ;438
nov/19;RJ;366
dez/19;RJ;295
jan/20;RJ;316
fev/20;RJ;295
mar/20;RJ;215
abr/20;RJ;43
mai/20;RJ;0
jun/20;RJ;0
jul/20;RJ;6
ago/20;RJ;10
set/20;RJ;1
out/20;RJ;3
nov/20;RJ;17
dez/20;RJ;43
jan/07;SP;43
fev/07;SP;84
mar/07;SP;136
abr/07;SP;142
mai/07;SP;107
jun/07;SP;111
jul/07;SP;117
ago/07;SP;169
set/07;SP;182
out/07;SP;174
nov/07;SP;161
dez/07;SP;157
jan/08;SP;179
fev/08;SP;241
mar/08;SP;214
abr/08;SP;196
mai/08;SP;172
jun/08;SP;185
jul/08;SP;168
ago/08;SP;215
set/08;SP;213
out/08;SP;265
nov/08;SP;241
dez/08;SP;228
jan/09;SP;282
fev/09;SP;297
mar/09;SP;348
abr/09;SP;282
mai/09;SP;294
jun/09;SP;308
jul/09;SP;267
ago/09;SP;257
set/09;SP;268
out/09;SP;324
nov/09;SP;291
dez/09;SP;296
jan/10;SP;318
fev/10;SP;277
mar/10;SP;272
abr/10;SP;278
mai/10;SP;261
jun/10;SP;322
jul/10;SP;311
ago/10;SP;322
set/10;SP;338
out/10;SP;352
nov/10;SP;425
dez/10;SP;386
jan/11;SP;453
fev/11;SP;433
mar/11;SP;368
abr/11;SP;388
mai/11;SP;463
jun/11;SP;498
jul/11;SP;531
ago/11;SP;604
set/11;SP;600
out/11;SP;623
nov/11;SP;659
dez/11;SP;538
jan/12;SP;672
fev/12;SP;714
mar/12;SP;763
abr/12;SP;701
mai/12;SP;618
jun/12;SP;572
jul/12;SP;618
ago/12;SP;715
set/12;SP;698
out/12;SP;793
nov/12;SP;658
dez/12;SP;619
jan/13;SP;805
fev/13;SP;722
mar/13;SP;798
abr/13;SP;636
mai/13;SP;655
jun/13;SP;697
jul/13;SP;633
ago/13;SP;815
set/13;SP;895
out/13;SP;907
nov/13;SP;855
dez/13;SP;813
jan/14;SP;901
fev/14;SP;918
mar/14;SP;965
abr/14;SP;834
mai/14;SP;732
jun/14;SP;789
jul/14;SP;740
ago/14;SP;869
set/14;SP;868
out/14;SP;937
nov/14;SP;963
dez/14;SP;789
jan/15;SP;891
fev/15;SP;788
mar/15;SP;800
abr/15;SP;646
mai/15;SP;701
jun/15;SP;738
jul/15;SP;784
ago/15;SP;919
set/15;SP;1024
out/15;SP;1012
nov/15;SP;985
dez/15;SP;856
jan/16;SP;918
fev/16;SP;949
mar/16;SP;930
abr/16;SP;868
mai/16;SP;836
jun/16;SP;770
jul/16;SP;885
ago/16;SP;977
set/16;SP;615
out/16;SP;1047
nov/16;SP;1289
dez/16;SP;1044
jan/17;SP;1436
fev/17;SP;1339
mar/17;SP;1210
abr/17;SP;1262
mai/17;SP;1162
jun/17;SP;1057
jul/17;SP;1205
ago/17;SP;1423
set/17;SP;1508
out/17;SP;1805
nov/17;SP;1524
dez/17;SP;1334
jan/18;SP;1471
fev/18;SP;1412
mar/18;SP;1751
abr/18;SP;1589
mai/18;SP;1450
jun/18;SP;1441
jul/18;SP;1520
ago/18;SP;1675
set/18;SP;1864
out/18;SP;2105
nov/18;SP;1995
dez/18;SP;1845
jan/19;SP;2087
fev/19;SP;1851
mar/19;SP;2060
abr/19;SP;2057
mai/19;SP;2133
jun/19;SP;1942
jul/19;SP;1890
ago/19;SP;2142
set/19;SP;2400
out/19;SP;2336
nov/19;SP;1066
dez/19;SP;1416
jan/20;SP;2262
fev/20;SP;2072
mar/20;SP;1654
abr/20;SP;938
mai/20;SP;25
jun/20;SP;1
jul/20;SP;2
ago/20;SP;4
set/20;SP;2
out/20;SP;3
nov/20;SP;18
dez/20;SP;107
jan/07;PR;221
fev/07;PR;229
mar/07;PR;308
abr/07;PR;254
mai/07;PR;283
jun/07;PR;246
jul/07;PR;284
ago/07;PR;332
set/07;PR;338
out/07;PR;357
nov/07;PR;328
dez/07;PR;312
jan/08;PR;304
fev/08;PR;295
mar/08;PR;348
abr/08;PR;251
mai/08;PR;229
jun/08;PR;232
jul/08;PR;216
ago/08;PR;258
set/08;PR;260
out/08;PR;298
nov/08;PR;273
dez/08;PR;290
jan/09;PR;262
fev/09;PR;308
mar/09;PR;324
abr/09;PR;274
mai/09;PR;293
jun/09;PR;229
jul/09;PR;243
ago/09;PR;226
set/09;PR;252
out/09;PR;247
nov/09;PR;249
dez/09;PR;242
jan/10;PR;289
fev/10;PR;233
mar/10;PR;245
abr/10;PR;224
mai/10;PR;240
jun/10;PR;260
jul/10;PR;300
ago/10;PR;312
set/10;PR;236
out/10;PR;297
nov/10;PR;281
dez/10;PR;264
jan/11;PR;319
fev/11;PR;324
mar/11;PR;304
abr/11;PR;318
mai/11;PR;296
jun/11;PR;266
jul/11;PR;294
ago/11;PR;305
set/11;PR;362
out/11;PR;402
nov/11;PR;420
dez/11;PR;368
jan/12;PR;339
fev/12;PR;395
mar/12;PR;364
abr/12;PR;380
mai/12;PR;333
jun/12;PR;290
jul/12;PR;358
ago/12;PR;415
set/12;PR;402
out/12;PR;403
nov/12;PR;412
dez/12;PR;373
jan/13;PR;350
fev/13;PR;407
mar/13;PR;417
abr/13;PR;350
mai/13;PR;358
jun/13;PR;300
jul/13;PR;301
ago/13;PR;333
set/13;PR;429
out/13;PR;465
nov/13;PR;464
dez/13;PR;414
jan/14;PR;425
fev/14;PR;367
mar/14;PR;410
abr/14;PR;366
mai/14;PR;338
jun/14;PR;313
jul/14;PR;317
ago/14;PR;403
set/14;PR;383
out/14;PR;388
nov/14;PR;463
dez/14;PR;393
jan/15;PR;480
fev/15;PR;410
mar/15;PR;415
abr/15;PR;350
mai/15;PR;331
jun/15;PR;317
jul/15;PR;333
ago/15;PR;434
set/15;PR;403
out/15;PR;439
nov/15;PR;435
dez/15;PR;410
jan/16;PR;447
fev/16;PR;410
mar/16;PR;423
abr/16;PR;393
mai/16;PR;360
jun/16;PR;340
jul/16;PR;400
ago/16;PR;502
set/16;PR;495
out/16;PR;527
nov/16;PR;479
dez/16;PR;518
jan/17;PR;554
fev/17;PR;580
mar/17;PR;547
abr/17;PR;552
mai/17;PR;591
jun/17;PR;515
jul/17;PR;577
ago/17;PR;685
set/17;PR;728
out/17;PR;811
nov/17;PR;815
dez/17;PR;729
jan/18;PR;720
fev/18;PR;666
mar/18;PR;817
abr/18;PR;779
mai/18;PR;703
jun/18;PR;677
jul/18;PR;697
ago/18;PR;732
set/18;PR;837
out/18;PR;980
nov/18;PR;935
dez/18;PR;861
jan/19;PR;957
fev/19;PR;824
mar/19;PR;971
abr/19;PR;1014
mai/19;PR;966
jun/19;PR;964
jul/19;PR;902
ago/19;PR;1023
set/19;PR;1188
out/19;PR;1255
nov/19;PR;1136
dez/19;PR;982
jan/20;PR;971
fev/20;PR;697
mar/20;PR;495
abr/20;PR;302
mai/20;PR;38
jun/20;PR;1
jul/20;PR;0
ago/20;PR;1
set/20;PR;2
out/20;PR;3
nov/20;PR;21
dez/20;PR;35
jan/07;SC;6
fev/07;SC;13
mar/07;SC;28
abr/07;SC;23
mai/07;SC;25
jun/07;SC;31
jul/07;SC;47
ago/07;SC;64
set/07;SC;54
out/07;SC;54
nov/07;SC;61
dez/07;SC;69
jan/08;SC;87
fev/08;SC;78
mar/08;SC;71
abr/08;SC;62
mai/08;SC;62
jun/08;SC;50
jul/08;SC;83
ago/08;SC;48
set/08;SC;59
out/08;SC;62
nov/08;SC;80
dez/08;SC;64
jan/09;SC;78
fev/09;SC;70
mar/09;SC;91
abr/09;SC;96
mai/09;SC;84
jun/09;SC;98
jul/09;SC;75
ago/09;SC;80
set/09;SC;83
out/09;SC;85
nov/09;SC;94
dez/09;SC;75
jan/10;SC;94
fev/10;SC;79
mar/10;SC;84
abr/10;SC;92
mai/10;SC;84
jun/10;SC;88
jul/10;SC;79
ago/10;SC;99
set/10;SC;115
out/10;SC;92
nov/10;SC;120
dez/10;SC;106
jan/11;SC;131
fev/11;SC;139
mar/11;SC;132
abr/11;SC;117
mai/11;SC;95
jun/11;SC;93
jul/11;SC;112
ago/11;SC;103
set/11;SC;140
out/11;SC;138
nov/11;SC;148
dez/11;SC;131
jan/12;SC;161
fev/12;SC;148
mar/12;SC;144
abr/12;SC;107
mai/12;SC;138
jun/12;SC;108
jul/12;SC;128
ago/12;SC;143
set/12;SC;169
out/12;SC;163
nov/12;SC;167
dez/12;SC;150
jan/13;SC;169
fev/13;SC;178
mar/13;SC;177
abr/13;SC;186
mai/13;SC;163
jun/13;SC;151
jul/13;SC;154
ago/13;SC;182
set/13;SC;183
out/13;SC;204
nov/13;SC;185
dez/13;SC;187
jan/14;SC;189
fev/14;SC;180
mar/14;SC;194
abr/14;SC;219
mai/14;SC;196
jun/14;SC;175
jul/14;SC;165
ago/14;SC;201
set/14;SC;208
out/14;SC;198
nov/14;SC;208
dez/14;SC;212
jan/15;SC;233
fev/15;SC;218
mar/15;SC;245
abr/15;SC;208
mai/15;SC;199
jun/15;SC;179
jul/15;SC;217
ago/15;SC;265
set/15;SC;257
out/15;SC;273
nov/15;SC;229
dez/15;SC;260
jan/16;SC;247
fev/16;SC;257
mar/16;SC;250
abr/16;SC;220
mai/16;SC;206
jun/16;SC;220
jul/16;SC;234
ago/16;SC;253
set/16;SC;258
out/16;SC;269
nov/16;SC;288
dez/16;SC;241
jan/17;SC;214
fev/17;SC;286
mar/17;SC;296
abr/17;SC;278
mai/17;SC;274
jun/17;SC;241
jul/17;SC;273
ago/17;SC;326
set/17;SC;367
out/17;SC;369
nov/17;SC;359
dez/17;SC;319
jan/18;SC;365
fev/18;SC;364
mar/18;SC;397
abr/18;SC;382
mai/18;SC;356
jun/18;SC;338
jul/18;SC;347
ago/18;SC;376
set/18;SC;416
out/18;SC;410
nov/18;SC;447
dez/18;SC;444
jan/19;SC;496
fev/19;SC;452
mar/19;SC;530
abr/19;SC;468
mai/19;SC;490
jun/19;SC;456
jul/19;SC;475
ago/19;SC;558
set/19;SC;529
out/19;SC;625
nov/19;SC;525
dez/19;SC;499
jan/20;SC;458
fev/20;SC;479
mar/20;SC;356
abr/20;SC;181
mai/20;SC;13
jun/20;SC;2
jul/20;SC;0
ago/20;SC;0
set/20;SC;0
out/20;SC;0
nov/20;SC;1
dez/20;SC;27
jan/07;RS;3
fev/07;RS;16
mar/07;RS;8
abr/07;RS;14
mai/07;RS;15
jun/07;RS;14
jul/07;RS;8
ago/07;RS;9
set/07;RS;17
out/07;RS;14
nov/07;RS;11
dez/07;RS;14
jan/08;RS;7
fev/08;RS;20
mar/08;RS;11
abr/08;RS;10
mai/08;RS;5
jun/08;RS;12
jul/08;RS;11
ago/08;RS;10
set/08;RS;12
out/08;RS;13
nov/08;RS;18
dez/08;RS;12
jan/09;RS;12
fev/09;RS;23
mar/09;RS;18
abr/09;RS;10
mai/09;RS;13
jun/09;RS;13
jul/09;RS;17
ago/09;RS;16
set/09;RS;23
out/09;RS;14
nov/09;RS;10
dez/09;RS;9
jan/10;RS;24
fev/10;RS;18
mar/10;RS;27
abr/10;RS;16
mai/10;RS;27
jun/10;RS;11
jul/10;RS;17
ago/10;RS;34
set/10;RS;26
out/10;RS;37
nov/10;RS;21
dez/10;RS;23
jan/11;RS;38
fev/11;RS;30
mar/11;RS;24
abr/11;RS;38
mai/11;RS;27
jun/11;RS;19
jul/11;RS;32
ago/11;RS;34
set/11;RS;29
out/11;RS;48
nov/11;RS;65
dez/11;RS;44
jan/12;RS;68
fev/12;RS;47
mar/12;RS;44
abr/12;RS;40
mai/12;RS;48
jun/12;RS;30
jul/12;RS;31
ago/12;RS;50
set/12;RS;45
out/12;RS;47
nov/12;RS;44
dez/12;RS;40
jan/13;RS;46
fev/13;RS;50
mar/13;RS;41
abr/13;RS;41
mai/13;RS;51
jun/13;RS;36
jul/13;RS;45
ago/13;RS;33
set/13;RS;40
out/13;RS;43
nov/13;RS;50
dez/13;RS;59
jan/14;RS;63
fev/14;RS;66
mar/14;RS;70
abr/14;RS;63
mai/14;RS;48
jun/14;RS;42
jul/14;RS;51
ago/14;RS;66
set/14;RS;48
out/14;RS;80
nov/14;RS;48
dez/14;RS;55
jan/15;RS;76
fev/15;RS;62
mar/15;RS;72
abr/15;RS;64
mai/15;RS;78
jun/15;RS;64
jul/15;RS;73
ago/15;RS;80
set/15;RS;74
out/15;RS;68
nov/15;RS;80
dez/15;RS;69
jan/16;RS;78
fev/16;RS;74
mar/16;RS;96
abr/16;RS;83
mai/16;RS;84
jun/16;RS;90
jul/16;RS;91
ago/16;RS;114
set/16;RS;116
out/16;RS;162
nov/16;RS;159
dez/16;RS;136
jan/17;RS;165
fev/17;RS;186
mar/17;RS;183
abr/17;RS;201
mai/17;RS;178
jun/17;RS;203
jul/17;RS;193
ago/17;RS;271
set/17;RS;276
out/17;RS;292
nov/17;RS;282
dez/17;RS;252
jan/18;RS;299
fev/18;RS;268
mar/18;RS;354
abr/18;RS;338
mai/18;RS;271
jun/18;RS;260
jul/18;RS;262
ago/18;RS;279
set/18;RS;349
out/18;RS;395
nov/18;RS;364
dez/18;RS;356
jan/19;RS;392
fev/19;RS;339
mar/19;RS;350
abr/19;RS;343
mai/19;RS;391
jun/19;RS;332
jul/19;RS;331
ago/19;RS;371
set/19;RS;410
out/19;RS;499
nov/19;RS;479
dez/19;RS;444
jan/20;RS;435
fev/20;RS;338
mar/20;RS;262
abr/20;RS;117
mai/20;RS;12
jun/20;RS;1
jul/20;RS;0
ago/20;RS;0
set/20;RS;1
out/20;RS;1
nov/20;RS;1
dez/20;RS;16
jan/07;MS;0
fev/07;MS;10
mar/07;MS;27
abr/07;MS;18
mai/07;MS;27
jun/07;MS;22
jul/07;MS;31
ago/07;MS;31
set/07;MS;13
out/07;MS;42
nov/07;MS;9
dez/07;MS;12
jan/08;MS;13
fev/08;MS;9
mar/08;MS;26
abr/08;MS;33
mai/08;MS;21
jun/08;MS;21
jul/08;MS;30
ago/08;MS;25
set/08;MS;20
out/08;MS;39
nov/08;MS;28
dez/08;MS;18
jan/09;MS;25
fev/09;MS;23
mar/09;MS;27
abr/09;MS;34
mai/09;MS;26
jun/09;MS;21
jul/09;MS;18
ago/09;MS;17
set/09;MS;27
out/09;MS;23
nov/09;MS;26
dez/09;MS;25
jan/10;MS;30
fev/10;MS;30
mar/10;MS;17
abr/10;MS;16
mai/10;MS;29
jun/10;MS;20
jul/10;MS;37
ago/10;MS;36
set/10;MS;30
out/10;MS;34
nov/10;MS;23
dez/10;MS;33
jan/11;MS;41
fev/11;MS;35
mar/11;MS;31
abr/11;MS;28
mai/11;MS;38
jun/11;MS;36
jul/11;MS;42
ago/11;MS;42
set/11;MS;47
out/11;MS;55
nov/11;MS;43
dez/11;MS;55
jan/12;MS;54
fev/12;MS;50
mar/12;MS;50
abr/12;MS;43
mai/12;MS;44
jun/12;MS;63
jul/12;MS;47
ago/12;MS;71
set/12;MS;58
out/12;MS;69
nov/12;MS;63
dez/12;MS;48
jan/13;MS;40
fev/13;MS;49
mar/13;MS;43
abr/13;MS;44
mai/13;MS;47
jun/13;MS;51
jul/13;MS;46
ago/13;MS;56
set/13;MS;69
out/13;MS;55
nov/13;MS;56
dez/13;MS;56
jan/14;MS;47
fev/14;MS;49
mar/14;MS;53
abr/14;MS;31
mai/14;MS;50
jun/14;MS;43
jul/14;MS;37
ago/14;MS;46
set/14;MS;57
out/14;MS;65
nov/14;MS;44
dez/14;MS;60
jan/15;MS;51
fev/15;MS;52
mar/15;MS;58
abr/15;MS;63
mai/15;MS;59
jun/15;MS;41
jul/15;MS;49
ago/15;MS;60
set/15;MS;66
out/15;MS;67
nov/15;MS;59
dez/15;MS;51
jan/16;MS;41
fev/16;MS;33
mar/16;MS;45
abr/16;MS;39
mai/16;MS;53
jun/16;MS;52
jul/16;MS;69
ago/16;MS;74
set/16;MS;46
out/16;MS;75
nov/16;MS;80
dez/16;MS;66
jan/17;MS;70
fev/17;MS;62
mar/17;MS;72
abr/17;MS;58
mai/17;MS;69
jun/17;MS;93
jul/17;MS;90
ago/17;MS;85
set/17;MS;120
out/17;MS;108
nov/17;MS;124
dez/17;MS;91
jan/18;MS;96
fev/18;MS;103
mar/18;MS;119
abr/18;MS;91
mai/18;MS;82
jun/18;MS;84
jul/18;MS;97
ago/18;MS;116
set/18;MS;103
out/18;MS;124
nov/18;MS;123
dez/18;MS;121
jan/19;MS;144
fev/19;MS;114
mar/19;MS;133
abr/19;MS;117
mai/19;MS;142
jun/19;MS;125
jul/19;MS;113
ago/19;MS;154
set/19;MS;175
out/19;MS;179
nov/19;MS;155
dez/19;MS;117
jan/20;MS;120
fev/20;MS;92
mar/20;MS;61
abr/20;MS;27
mai/20;MS;1
jun/20;MS;0
jul/20;MS;0
ago/20;MS;0
set/20;MS;0
out/20;MS;0
nov/20;MS;1
dez/20;MS;4
jan/07;MT;0
fev/07;MT;0
mar/07;MT;0
abr/07;MT;0
mai/07;MT;0
jun/07;MT;0
jul/07;MT;2
ago/07;MT;1
set/07;MT;0
out/07;MT;4
nov/07;MT;4
dez/07;MT;6
jan/08;MT;21
fev/08;MT;11
mar/08;MT;16
abr/08;MT;14
mai/08;MT;14
jun/08;MT;10
jul/08;MT;5
ago/08;MT;13
set/08;MT;7
out/08;MT;6
nov/08;MT;11
dez/08;MT;26
jan/09;MT;11
fev/09;MT;19
mar/09;MT;15
abr/09;MT;5
mai/09;MT;11
jun/09;MT;7
jul/09;MT;5
ago/09;MT;6
set/09;MT;6
out/09;MT;15
nov/09;MT;16
dez/09;MT;14
jan/10;MT;18
fev/10;MT;12
mar/10;MT;25
abr/10;MT;20
mai/10;MT;13
jun/10;MT;19
jul/10;MT;15
ago/10;MT;19
set/10;MT;22
out/10;MT;19
nov/10;MT;21
dez/10;MT;13
jan/11;MT;19
fev/11;MT;17
mar/11;MT;20
abr/11;MT;14
mai/11;MT;8
jun/11;MT;20
jul/11;MT;23
ago/11;MT;21
set/11;MT;19
out/11;MT;27
nov/11;MT;26
dez/11;MT;10
jan/12;MT;11
fev/12;MT;18
mar/12;MT;23
abr/12;MT;25
mai/12;MT;21
jun/12;MT;10
jul/12;MT;12
ago/12;MT;16
set/12;MT;21
out/12;MT;16
nov/12;MT;13
dez/12;MT;16
jan/13;MT;18
fev/13;MT;16
mar/13;MT;19
abr/13;MT;10
mai/13;MT;13
jun/13;MT;14
jul/13;MT;16
ago/13;MT;22
set/13;MT;39
out/13;MT;31
nov/13;MT;22
dez/13;MT;23
jan/14;MT;19
fev/14;MT;10
mar/14;MT;28
abr/14;MT;27
mai/14;MT;29
jun/14;MT;12
jul/14;MT;17
ago/14;MT;21
set/14;MT;29
out/14;MT;23
nov/14;MT;28
dez/14;MT;16
jan/15;MT;36
fev/15;MT;16
mar/15;MT;30
abr/15;MT;16
mai/15;MT;10
jun/15;MT;23
jul/15;MT;15
ago/15;MT;23
set/15;MT;31
out/15;MT;23
nov/15;MT;26
dez/15;MT;12
jan/16;MT;25
fev/16;MT;20
mar/16;MT;22
abr/16;MT;22
mai/16;MT;19
jun/16;MT;20
jul/16;MT;28
ago/16;MT;21
set/16;MT;19
out/16;MT;18
nov/16;MT;15
dez/16;MT;10
jan/17;MT;17
fev/17;MT;18
mar/17;MT;21
abr/17;MT;20
mai/17;MT;24
jun/17;MT;22
jul/17;MT;18
ago/17;MT;33
set/17;MT;19
out/17;MT;33
nov/17;MT;30
dez/17;MT;20
jan/18;MT;21
fev/18;MT;24
mar/18;MT;27
abr/18;MT;29
mai/18;MT;26
jun/18;MT;38
jul/18;MT;31
ago/18;MT;26
set/18;MT;25
out/18;MT;32
nov/18;MT;32
dez/18;MT;38
jan/19;MT;51
fev/19;MT;33
mar/19;MT;61
abr/19;MT;48
mai/19;MT;60
jun/19;MT;41
jul/19;MT;33
ago/19;MT;58
set/19;MT;67
out/19;MT;87
nov/19;MT;55
dez/19;MT;59
jan/20;MT;58
fev/20;MT;57
mar/20;MT;26
abr/20;MT;17
mai/20;MT;0
jun/20;MT;0
jul/20;MT;0
ago/20;MT;0
set/20;MT;0
out/20;MT;0
nov/20;MT;0
dez/20;MT;3
jan/07;GO;9
fev/07;GO;11
mar/07;GO;23
abr/07;GO;30
mai/07;GO;29
jun/07;GO;19
jul/07;GO;20
ago/07;GO;27
set/07;GO;34
out/07;GO;27
nov/07;GO;21
dez/07;GO;23
jan/08;GO;37
fev/08;GO;28
mar/08;GO;34
